urls,status_code
 https://www.desss.com/epicor-prophet-21-wholesale-distribution-software-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/epicor-eagle-retail-business-management-system-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/epicor-warehouse-management-system-WMS-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/kepware-kepserverex-communications-automation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/kepware-linkmasteropc-bridging-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/success.html ,NOT OK: HTTP response code 403
 https://www.desss.com/ecommerce.html ,NOT OK: HTTP response code 403
 https://www.desss.com/Magento.html ,NOT OK: HTTP response code 403
 https://www.desss.com/mysql-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/microstrategy10-6-updates.html ,NOT OK: HTTP response code 403
 https://www.desss.com/dynamics-nav-implementation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/dynamcis-ax-consulting-advisory-implementation-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/dynamics-gp-great-plains-advisory-consulting-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/ibm-maximo-enterprise-asset-management-solutions-EAMS-advisory-consulting-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/sailPoint-identity-access-management-IAM-IdentityIQ-IdentityNow-consulting.html ,NOT OK: HTTP response code 403
 https://www.desss.com/oracle-business-intelligence-BI-publisher-dashboard-advisory-consulting.html ,NOT OK: HTTP response code 403
 https://www.desss.com/Salesforce-commerce-cloud-demandware-consulting-advisory.html ,NOT OK: HTTP response code 403
 https://www.desss.com/affiliate-companies.html ,NOT OK: HTTP response code 403
 https://www.desss.com/ibm-websphere-commerce-consulting-advisory.html ,NOT OK: HTTP response code 403
 https://www.desss.com/sitecore-consulting-advisory.html ,NOT OK: HTTP response code 403
 https://www.desss.com/netsuite-suiteCommerce-consulting-advisory.html ,NOT OK: HTTP response code 403
 https://www.desss.com/shopify-consulting-advisory.html ,NOT OK: HTTP response code 403
 https://www.desss.com/kentico-consulting-advisory.html ,NOT OK: HTTP response code 403
 https://www.desss.com/marketo-consulting-advisory.html ,NOT OK: HTTP response code 403
 https://www.desss.com/mintigo-consulting-advisory.html ,NOT OK: HTTP response code 403
 https://www.desss.com/r-machine-learning-consulting-advisory.html ,NOT OK: HTTP response code 403
 https://www.desss.com/netSuite-erp-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/blockchain-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/artificial-intelligence-consulting-advisory.html ,NOT OK: HTTP response code 403
 https://www.desss.com/internet-of-things-IoT-consulting-advisory.html ,NOT OK: HTTP response code 403
 https://www.desss.com/salesforce-consulting-advisory-implementation.html ,NOT OK: HTTP response code 403
